Order_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Sales,Month,Quarter
2018-12-25,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,39.582,12,4
2018-12-25,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,44.688,12,4
2018-12-25,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,31.744,12,4
2018-12-25,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,40.98,12,4
2018-12-25,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,3.168,12,4
2015-03-01,Standard Class,Consumer,El Paso,Texas,Central,Office Supplies,Fasteners,18.84,3,1
2015-03-01,Standard Class,Consumer,El Paso,Texas,Central,Furniture,Chairs,362.25,3,1
2015-03-01,Standard Class,Consumer,El Paso,Texas,Central,Furniture,Furnishings,63.552,3,1
2015-03-01,Standard Class,Consumer,El Paso,Texas,Central,Office Supplies,Storage,129.552,3,1
2016-11-19,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,5.984,11,4
2015-04-01,Standard Class,Corporate,Revere,Massachusetts,East,Office Supplies,Storage,66.96,4,2
2015-04-01,Standard Class,Corporate,Revere,Massachusetts,East,Office Supplies,Binders,6.24,4,2
2018-10-05,Standard Class,Corporate,Chico,California,West,Furniture,Chairs,435.168,10,4
2018-10-05,Standard Class,Corporate,Chico,California,West,Office Supplies,Fasteners,14.9,10,4
2018-10-05,Standard Class,Corporate,Chico,California,West,Office Supplies,Appliances,15.8,10,4
2018-10-05,Standard Class,Corporate,Chico,California,West,Furniture,Furnishings,72.9,10,4
2018-10-05,Standard Class,Corporate,Chico,California,West,Furniture,Tables,206.352,10,4
2018-10-05,Standard Class,Corporate,Chico,California,West,Technology,Phones,7.992,10,4
2018-11-18,Second Class,Corporate,Miramar,Florida,South,Office Supplies,Storage,81.36,11,4
2018-11-18,Second Class,Corporate,Miramar,Florida,South,Office Supplies,Binders,20.232,11,4
2018-11-18,Second Class,Corporate,Miramar,Florida,South,Office Supplies,Appliances,389.056,11,4
2018-11-18,Second Class,Corporate,Miramar,Florida,South,Office Supplies,Paper,20.736,11,4
2018-11-18,Second Class,Corporate,Miramar,Florida,South,Office Supplies,Paper,41.472,11,4
2016-03-23,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,33.36,3,1
2017-10-10,First Class,Corporate,Denver,Colorado,West,Furniture,Bookcases,90.882,10,4
2017-10-10,First Class,Corporate,Denver,Colorado,West,Technology,Phones,15.992,10,4
2017-10-10,First Class,Corporate,Denver,Colorado,West,Furniture,Chairs,120.784,10,4
2016-08-16,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,31.176,8,3
2016-08-16,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,10.368,8,3
2016-08-16,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.724,8,3
2016-08-16,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,254.352,8,3
2016-08-16,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.762,8,3
2016-08-16,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,10.272,8,3
2015-05-31,Standard Class,Consumer,Jackson,Mississippi,South,Technology,Phones,113.73,5,2
2016-08-27,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,5.104,8,3
2015-01-03,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,16.448,1,1
2015-09-10,First Class,Consumer,Clifton,New Jersey,East,Office Supplies,Appliances,81.92,9,3
2015-09-10,First Class,Consumer,Clifton,New Jersey,East,Furniture,Furnishings,254.9,9,3
2018-01-22,Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Fasteners,15.12,1,1
2018-01-22,Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Art,7.872,1,1
2017-04-21,First Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,8.32,4,2
2017-07-20,Second Class,Consumer,Long Beach,New York,East,Technology,Phones,89.95,7,3
2017-08-23,Standard Class,Home Office,Sheboygan,Wisconsin,Central,Office Supplies,Labels,25.2,8,3
2017-08-23,Standard Class,Home Office,Sheboygan,Wisconsin,Central,Office Supplies,Labels,37.59,8,3
2017-08-23,Standard Class,Home Office,Sheboygan,Wisconsin,Central,Office Supplies,Storage,14.97,8,3
2017-08-23,Standard Class,Home Office,Sheboygan,Wisconsin,Central,Technology,Accessories,1.98,8,3
2017-06-14,First Class,Consumer,Boca Raton,Florida,South,Office Supplies,Binders,39.936,6,2
2017-06-14,First Class,Consumer,Boca Raton,Florida,South,Technology,Accessories,18.464,6,2
2016-11-20,Second Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,4.896,11,4
2016-11-20,Second Class,Consumer,Aurora,Colorado,West,Furniture,Bookcases,145.764,11,4
2016-11-20,Second Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,9.612,11,4
2018-11-03,First Class,Home Office,San Diego,California,West,Technology,Accessories,199.75,11,4
2015-05-04,First Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,12.18,5,2
2015-05-04,First Class,Corporate,Seattle,Washington,West,Office Supplies,Appliances,57.68,5,2
2016-11-08,Standard Class,Consumer,Dubuque,Iowa,Central,Technology,Phones,263.96,11,4
2016-12-12,First Class,Consumer,Los Angeles,California,West,Technology,Accessories,299.94,12,4
2016-12-12,First Class,Consumer,Los Angeles,California,West,Office Supplies,Supplies,25.76,12,4
2015-12-01,First Class,Consumer,Lowell,Massachusetts,East,Technology,Phones,271.9,12,4
2015-12-01,First Class,Consumer,Lowell,Massachusetts,East,Furniture,Furnishings,45.84,12,4
2015-12-01,First Class,Consumer,Lowell,Massachusetts,East,Furniture,Furnishings,9.82,12,4
2017-10-07,Standard Class,Consumer,Marysville,Washington,West,Office Supplies,Fasteners,93.36,10,4
2016-11-17,Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,106.32,11,4
2015-03-17,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,126.624,3,1
2016-06-20,First Class,Consumer,Aurora,Colorado,West,Technology,Phones,125.944,6,2
2018-05-25,Same Day,Consumer,New York City,New York,East,Technology,Accessories,120.0,5,2
2018-05-25,Same Day,Consumer,New York City,New York,East,Office Supplies,Fasteners,3.29,5,2
2018-05-25,Same Day,Consumer,New York City,New York,East,Furniture,Furnishings,18.84,5,2
2015-09-09,First Class,Home Office,Lancaster,Ohio,East,Furniture,Furnishings,60.672,9,3
2015-09-09,First Class,Home Office,Lancaster,Ohio,East,Office Supplies,Art,30.816,9,3
2018-10-17,Second Class,Corporate,Modesto,California,West,Technology,Phones,52.792,10,4
2018-11-02,First Class,Consumer,Saint Louis,Missouri,Central,Office Supplies,Appliances,83.9,11,4
2018-11-02,First Class,Consumer,Saint Louis,Missouri,Central,Office Supplies,Paper,11.76,11,4
2015-07-21,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Appliances,4.992,7,3
2015-07-21,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,87.92,7,3
2015-07-21,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,1.044,7,3
2016-09-11,Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,210.68,9,3
2016-09-11,Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,78.8,9,3
2016-09-11,Second Class,Corporate,New York City,New York,East,Technology,Accessories,19.99,9,3
2017-10-21,Standard Class,Consumer,San Antonio,Texas,Central,Technology,Accessories,106.08,10,4
2017-01-07,Standard Class,Consumer,Amarillo,Texas,Central,Furniture,Furnishings,23.076,1,1
2017-01-07,Standard Class,Consumer,Amarillo,Texas,Central,Office Supplies,Paper,25.92,1,1
2016-06-25,First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,47.952,6,2
2016-06-25,First Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,0.984,6,2
2016-06-25,First Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,75.384,6,2
2016-06-25,First Class,Consumer,Houston,Texas,Central,Office Supplies,Labels,4.608,6,2
2016-09-20,First Class,Consumer,Lawrence,Massachusetts,East,Office Supplies,Binders,37.68,9,3
2018-07-10,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,41.91,7,3
2018-06-30,Second Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,435.999,6,2
2018-08-21,Second Class,Corporate,Seattle,Washington,West,Furniture,Chairs,388.704,8,3
2018-08-21,Second Class,Corporate,Seattle,Washington,West,Technology,Accessories,33.18,8,3
2018-03-11,Standard Class,Home Office,Cambridge,Massachusetts,East,Technology,Accessories,63.88,3,1
2018-03-11,Standard Class,Home Office,Cambridge,Massachusetts,East,Furniture,Furnishings,26.72,3,1
2018-09-15,Second Class,Consumer,Salt Lake City,Utah,West,Office Supplies,Binders,295.056,9,3
2017-09-20,Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,393.25,9,3
2017-12-15,Second Class,Consumer,Cuyahoga Falls,Ohio,East,Office Supplies,Binders,2.214,12,4
2018-11-03,Second Class,Consumer,Wilmington,North Carolina,South,Office Supplies,Paper,16.272,11,4
2015-09-26,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.97,9,3
2015-09-26,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,21.184,9,3
2015-09-26,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,41.376,9,3
2015-07-14,Second Class,Corporate,New York City,New York,East,Office Supplies,Art,17.94,7,3
2018-09-28,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.655,9,3
2016-08-28,Standard Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,307.666,8,3
2016-08-28,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,41.36,8,3
2016-08-28,Standard Class,Consumer,Los Angeles,California,West,Technology,Phones,43.176,8,3
2016-08-28,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,4.16,8,3
2016-09-20,Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Paper,61.4,9,3
2016-09-20,Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Binders,24.448,9,3
2017-11-07,First Class,Consumer,Rochester,New York,East,Technology,Phones,263.96,11,4
2017-11-07,First Class,Consumer,Rochester,New York,East,Technology,Phones,359.97,11,4
2017-11-07,First Class,Consumer,Rochester,New York,East,Office Supplies,Paper,12.96,11,4
2017-11-07,First Class,Consumer,Rochester,New York,East,Office Supplies,Storage,116.82,11,4
2017-11-07,First Class,Consumer,Rochester,New York,East,Office Supplies,Binders,276.784,11,4
2016-10-20,Standard Class,Corporate,San Francisco,California,West,Technology,Accessories,239.97,10,4
2016-10-20,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,16.02,10,4
2018-01-01,Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Storage,454.56,1,1
2018-01-01,Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Furnishings,141.42,1,1
2018-01-01,Standard Class,Consumer,Huntsville,Texas,Central,Furniture,Chairs,310.744,1,1
2018-01-01,Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Art,12.736,1,1
2018-01-01,Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Binders,6.47,1,1
2018-01-01,Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Binders,13.748,1,1
2018-01-01,Standard Class,Consumer,Huntsville,Texas,Central,Office Supplies,Appliances,15.224,1,1
2016-06-23,Standard Class,Corporate,East Point,Georgia,South,Furniture,Furnishings,27.42,6,2
2016-06-23,Standard Class,Corporate,East Point,Georgia,South,Office Supplies,Binders,165.98,6,2
2016-06-23,Standard Class,Corporate,East Point,Georgia,South,Technology,Accessories,75.0,6,2
2017-11-22,Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,134.272,11,4
2016-10-26,Standard Class,Corporate,Springfield,Oregon,West,Office Supplies,Labels,146.544,10,4
2016-10-26,Standard Class,Corporate,Springfield,Oregon,West,Office Supplies,Paper,131.904,10,4
2016-10-26,Standard Class,Corporate,Springfield,Oregon,West,Office Supplies,Appliances,203.88,10,4
2016-10-26,Standard Class,Corporate,Springfield,Oregon,West,Office Supplies,Binders,14.301,10,4
2017-10-20,Standard Class,Home Office,Arlington,Virginia,South,Furniture,Furnishings,61.1,10,4
2018-04-28,Standard Class,Consumer,Wilmington,North Carolina,South,Office Supplies,Appliances,28.08,4,2
2017-09-29,Second Class,Corporate,Yuma,Arizona,West,Office Supplies,Art,10.496,9,3
2016-07-10,Standard Class,Consumer,San Bernardino,California,West,Office Supplies,Binders,39.92,7,3
2016-08-07,First Class,Corporate,Baltimore,Maryland,East,Office Supplies,Appliances,77.58,8,3
2015-12-07,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,269.36,12,4
2016-12-10,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,5.76,12,4
2018-11-08,Second Class,Home Office,New York City,New York,East,Office Supplies,Art,109.9,11,4
2018-07-27,Second Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,23.88,7,3
2018-07-27,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,26.2,7,3
2018-07-27,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,12.96,7,3
2018-07-27,Second Class,Consumer,Seattle,Washington,West,Technology,Accessories,234.95,7,3
2018-12-28,Standard Class,Consumer,Albuquerque,New Mexico,West,Office Supplies,Storage,118.25,12,4
2018-12-28,Standard Class,Consumer,Albuquerque,New Mexico,West,Office Supplies,Paper,4.28,12,4
2017-03-10,First Class,Home Office,Los Angeles,California,West,Technology,Accessories,26.85,3,1
2016-05-22,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,8.26,5,2
2016-05-22,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,104.79,5,2
2018-02-17,First Class,Home Office,Houston,Texas,Central,Furniture,Bookcases,89.0664,2,1
2018-02-17,First Class,Home Office,Houston,Texas,Central,Office Supplies,Art,175.44,2,1
2018-02-17,First Class,Home Office,Houston,Texas,Central,Technology,Phones,438.336,2,1
2018-12-08,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,215.544,12,4
2018-11-18,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Envelopes,55.584,11,4
2018-11-18,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,127.386,11,4
2017-12-01,Second Class,Consumer,San Angelo,Texas,Central,Furniture,Chairs,248.43,12,4
2017-12-01,Second Class,Consumer,San Angelo,Texas,Central,Office Supplies,Appliances,11.648,12,4
2017-12-01,Second Class,Consumer,San Angelo,Texas,Central,Furniture,Chairs,85.246,12,4
2018-10-03,Second Class,Corporate,Pasadena,Texas,Central,Office Supplies,Art,20.64,10,4
2018-08-29,Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,148.02,8,3
2018-11-24,Same Day,Corporate,Garden City,Kansas,Central,Office Supplies,Storage,33.29,11,4
2018-06-30,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,204.95,6,2
2017-11-11,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,41.96,11,4
2017-11-11,Standard Class,Consumer,San Francisco,California,West,Furniture,Chairs,451.152,11,4
2017-11-11,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,31.504,11,4
2015-12-09,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,30.672,12,4
2018-09-07,Standard Class,Consumer,Modesto,California,West,Furniture,Chairs,161.568,9,3
2016-02-06,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,2.934,2,1
2016-02-06,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,18.528,2,1
2018-08-26,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,64.96,8,3
2015-07-20,First Class,Corporate,Riverside,California,West,Technology,Accessories,41.94,7,3
2015-07-20,First Class,Corporate,Riverside,California,West,Office Supplies,Paper,11.96,7,3
2015-07-20,First Class,Corporate,Riverside,California,West,Office Supplies,Art,13.12,7,3
2016-10-08,Standard Class,Corporate,Dallas,Texas,Central,Furniture,Furnishings,72.78,10,4
2016-02-16,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,36.84,2,1
2016-02-16,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Labels,87.71,2,1
2015-11-09,Standard Class,Home Office,New York City,New York,East,Furniture,Furnishings,56.52,11,4
2017-07-18,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Art,11.264,7,3
2017-07-18,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,284.08,7,3
2017-07-18,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,18.496,7,3
2017-02-05,Standard Class,Consumer,San Diego,California,West,Office Supplies,Labels,14.73,2,1
2017-02-05,Standard Class,Consumer,San Diego,California,West,Office Supplies,Storage,186.54,2,1
2017-02-05,Standard Class,Consumer,San Diego,California,West,Technology,Phones,159.968,2,1
2015-06-20,Standard Class,Consumer,Lawton,Oklahoma,Central,Office Supplies,Appliances,471.9,6,2
2015-06-20,Standard Class,Consumer,Lawton,Oklahoma,Central,Office Supplies,Art,3.52,6,2
2018-06-09,Standard Class,Consumer,Salem,Virginia,South,Office Supplies,Paper,49.12,6,2
2017-12-27,Standard Class,Home Office,Santa Ana,California,West,Office Supplies,Labels,20.16,12,4
2015-01-26,First Class,Corporate,Rapid City,South Dakota,Central,Office Supplies,Binders,10.68,1,1
2015-01-26,First Class,Corporate,Rapid City,South Dakota,Central,Furniture,Bookcases,141.96,1,1
2018-03-23,First Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,32.48,3,1
2018-03-23,First Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,20.04,3,1
2018-03-20,Standard Class,Consumer,Middletown,Connecticut,East,Technology,Accessories,238.0,3,1
2018-03-20,Standard Class,Consumer,Middletown,Connecticut,East,Office Supplies,Paper,61.96,3,1
2017-10-04,Standard Class,Consumer,Baltimore,Maryland,East,Furniture,Tables,239.372,10,4
2018-12-26,Standard Class,Corporate,Odessa,Texas,Central,Office Supplies,Paper,16.032,12,4
2017-03-09,Standard Class,Home Office,Milford,Connecticut,East,Technology,Accessories,199.75,3,1
2017-02-16,Standard Class,Consumer,Belleville,New Jersey,East,Furniture,Chairs,227.96,2,1
2016-09-28,Second Class,Consumer,New York City,New York,East,Office Supplies,Appliances,293.52,9,3
2016-09-28,Second Class,Consumer,New York City,New York,East,Technology,Phones,307.98,9,3
2016-11-02,Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,96.96,11,4
2016-11-02,Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,117.488,11,4
2016-11-02,Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,11.952,11,4
2018-11-06,Standard Class,Home Office,Seattle,Washington,West,Furniture,Chairs,449.568,11,4
2018-11-06,Standard Class,Home Office,Seattle,Washington,West,Technology,Accessories,108.96,11,4
2017-02-14,Standard Class,Consumer,Jackson,Mississippi,South,Office Supplies,Art,264.18,2,1
2015-07-09,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Labels,2.88,7,3
2015-07-09,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,41.904,7,3
2015-07-09,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,23.92,7,3
2017-01-30,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,156.512,1,1
2017-09-22,First Class,Home Office,New York City,New York,East,Office Supplies,Storage,128.34,9,3
2018-12-22,First Class,Consumer,Los Angeles,California,West,Technology,Accessories,474.95,12,4
2016-08-02,Standard Class,Consumer,Springfield,Oregon,West,Furniture,Tables,277.5,8,3
2016-11-21,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,110.97,11,4
2018-05-18,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,22.608,5,2
2018-05-18,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,1.892,5,2
2018-07-23,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,63.312,7,3
2016-09-13,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Envelopes,7.824,9,3
2016-09-13,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,170.072,9,3
2017-12-10,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,62.82,12,4
2016-10-02,Second Class,Consumer,Rockville,Maryland,East,Office Supplies,Paper,19.44,10,4
2016-10-02,Second Class,Consumer,Rockville,Maryland,East,Office Supplies,Binders,7.38,10,4
2018-11-17,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,38.88,11,4
2018-11-17,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,187.76,11,4
2016-11-30,First Class,Consumer,Durham,North Carolina,South,Office Supplies,Binders,6.048,11,4
2016-11-30,First Class,Consumer,Durham,North Carolina,South,Office Supplies,Appliances,98.352,11,4
2016-11-30,First Class,Consumer,Durham,North Carolina,South,Furniture,Furnishings,335.744,11,4
2016-12-06,Second Class,Corporate,Santa Barbara,California,West,Office Supplies,Paper,8.96,12,4
2018-09-05,Standard Class,Consumer,Knoxville,Tennessee,South,Technology,Accessories,89.568,9,3
2018-09-05,Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Art,71.96,9,3
2018-09-05,Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Paper,15.552,9,3
2018-04-24,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,10.43,4,2
2018-04-24,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,72.784,4,2
2016-11-08,Same Day,Corporate,New York City,New York,East,Office Supplies,Storage,67.15,11,4
2016-11-08,Same Day,Corporate,New York City,New York,East,Furniture,Furnishings,11.82,11,4
2016-04-26,Standard Class,Consumer,Daytona Beach,Florida,South,Furniture,Tables,191.5155,4,2
2016-04-26,Standard Class,Consumer,Daytona Beach,Florida,South,Office Supplies,Art,2.624,4,2
2016-09-20,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Storage,294.368,9,3
2018-09-07,Standard Class,Corporate,Nashville,Tennessee,South,Office Supplies,Appliances,81.568,9,3
2017-11-07,Standard Class,Consumer,Dallas,Texas,Central,Furniture,Furnishings,44.46,11,4
2017-11-07,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Storage,314.088,11,4
2016-09-25,Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders,6.336,9,3
2016-09-25,Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Paper,10.48,9,3
2016-09-25,Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders,2.469,9,3
2016-09-25,Standard Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders,3.264,9,3
2015-10-03,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,4.344,10,4
2015-10-03,Standard Class,Consumer,Dallas,Texas,Central,Furniture,Furnishings,31.776,10,4
2015-10-03,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Labels,4.928,10,4
2015-10-03,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,1.788,10,4
2015-10-03,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners,15.072,10,4
2015-02-18,Standard Class,Consumer,Arlington,Texas,Central,Office Supplies,Storage,12.624,2,1
2017-06-12,Standard Class,Corporate,Pasadena,California,West,Office Supplies,Paper,185.88,6,2
2017-06-12,Standard Class,Corporate,Pasadena,California,West,Office Supplies,Paper,12.96,6,2
2018-11-01,Second Class,Consumer,Everett,Massachusetts,East,Office Supplies,Paper,189.7,11,4
2018-11-01,Second Class,Consumer,Everett,Massachusetts,East,Office Supplies,Paper,40.99,11,4
2017-04-04,Second Class,Home Office,Troy,New York,East,Furniture,Furnishings,82.64,4,2
2017-04-04,Second Class,Home Office,Troy,New York,East,Office Supplies,Storage,31.02,4,2
2017-04-04,Second Class,Home Office,Troy,New York,East,Technology,Accessories,89.97,4,2
2017-06-30,Second Class,Consumer,Sandy Springs,Georgia,South,Office Supplies,Art,35.97,6,2
2015-09-22,Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,169.45,9,3
2015-09-22,Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,40.68,9,3
2018-05-01,Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Supplies,3.328,5,2
2018-10-20,Same Day,Consumer,Jacksonville,Florida,South,Office Supplies,Storage,4.768,10,4
2018-10-20,Same Day,Consumer,Jacksonville,Florida,South,Office Supplies,Paper,6.672,10,4
2018-10-20,Same Day,Consumer,Jacksonville,Florida,South,Office Supplies,Art,4.448,10,4
2018-10-20,Same Day,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,43.936,10,4
2015-09-01,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.744,9,3
2015-09-01,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,357.0,9,3
2015-08-12,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,85.44,8,3
2015-08-19,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Storage,344.91,8,3
2016-05-10,Same Day,Home Office,Aurora,Illinois,Central,Office Supplies,Appliances,70.97,5,2
2016-05-10,Same Day,Home Office,Aurora,Illinois,Central,Office Supplies,Art,36.784,5,2
2016-03-05,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,11.212,3,1
2016-03-05,Second Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,4.712,3,1
2016-03-05,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,180.98,3,1
2016-03-05,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,60.416,3,1
2018-08-12,Standard Class,Consumer,Seattle,Washington,West,Technology,Copiers,299.99,8,3
2018-08-12,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,192.16,8,3
2018-08-12,Standard Class,Consumer,Seattle,Washington,West,Technology,Phones,242.624,8,3
2018-08-12,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,46.74,8,3
2018-08-12,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,174.95,8,3
2018-08-12,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,100.704,8,3
2017-06-26,Same Day,Home Office,Roseville,Michigan,Central,Office Supplies,Paper,368.91,6,2
2017-06-26,Same Day,Home Office,Roseville,Michigan,Central,Office Supplies,Binders,8.02,6,2
2017-06-26,Same Day,Home Office,Roseville,Michigan,Central,Office Supplies,Storage,171.04,6,2
2017-12-15,Standard Class,Home Office,Fayetteville,Arkansas,South,Office Supplies,Paper,19.44,12,4
2016-09-13,Standard Class,Consumer,Jacksonville,North Carolina,South,Office Supplies,Binders,13.092,9,3
2015-12-30,Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,122.94,12,4
2015-12-30,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,35.448,12,4
2015-04-29,Standard Class,Consumer,Dover,Delaware,East,Technology,Phones,19.98,4,2
2018-01-30,Standard Class,Consumer,Aurora,Illinois,Central,Furniture,Tables,69.375,1,1
2018-01-30,Standard Class,Consumer,Aurora,Illinois,Central,Office Supplies,Supplies,31.68,1,1
2018-01-30,Standard Class,Consumer,Aurora,Illinois,Central,Office Supplies,Art,9.344,1,1
